vehicle_id,evaluation_timestamp,prediction_horizon,label_source,review_status,matched_normal_window,speed,speed_limit,event_type,gps_freshness,traffic_level,weather,zone_historical_risk,restriction_level,slow_down_zone_active,pedestrian_exposure,speed_over_limit,speed_over_limit_band,speeding_ratio_5m,speeding_ratio_10m,mean_speed_5m,mean_speed_30m,max_speed_5m,speed_std_10m,speed_delta_last_3_events,harsh_brake_count_10m,sharp_turn_count_10m,recent_harsh_brake_count_10m,recent_sharp_turn_count_10m,alert_density_30m,risk_escalation_rate,shift_hours,night_flag,time_since_last_intervention,reaction_window_active,post_intervention_noncompliance,traffic_weather_compound_index,zone_transition_risk,nearby_vehicle_count_50m,nearest_vehicle_distance_m,nearest_vehicle_relative_speed_kmh,closing_rate_mps,interaction_features_available,previous_risk,risk_trend,latent_synthetic_risk,near_miss_within_next_15m,intervention_contaminated_window
PM-SYN-016,2026-08-19T09:55:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,43,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,3,minor,0.333,0.4,37.0,37.33,43.0,3.85,7.0,0,0,0,0,6.0,0.037,1.9,False,0,True,False,0.75,0.7,2,21.7,4.0,1.65,True,0.083,stable,0.236,1,False
PM-SYN-016,2026-08-19T09:57:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,32,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,35.67,37.07,43.0,4.12,0.0,0,0,0,0,6.0,0.0,1.93,False,2,False,False,0.75,0.7,3,38.1,7.6,0.0,True,0.236,decreasing,0.13,0,True
PM-SYN-016,2026-08-19T09:59:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,36,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,37.0,36.93,43.0,4.02,-7.0,0,0,0,0,6.0,0.0,1.97,False,4,False,False,0.75,0.7,2,37.0,4.6,0.0,True,0.13,decreasing,0.093,0,True
PM-SYN-016,2026-08-19T10:01:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,37,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,35.0,37.2,37.0,4.05,5.0,0,0,0,0,6.0,0.0,2.0,False,6,False,False,0.75,0.7,3,11.8,4.3,0.28,True,0.093,decreasing,0.217,1,False
PM-SYN-016,2026-08-19T10:03:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,43,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,3,minor,0.333,0.4,38.67,36.73,43.0,4.26,7.0,0,0,0,0,4.0,0.0,2.03,False,0,True,False,0.75,0.7,2,31.4,5.1,0.0,True,0.217,decreasing,0.194,1,False
PM-SYN-016,2026-08-19T10:05:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,47,40,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,7,minor,0.667,0.4,42.33,37.4,47.0,5.33,10.0,1,0,1,0,4.0,0.166,2.07,False,2,False,True,0.75,0.7,2,8.2,8.5,0.0,True,0.194,increasing,0.507,1,False
PM-SYN-016,2026-08-19T10:07:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,47,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,7,minor,1.0,0.6,45.67,38.33,47.0,4.73,4.0,1,0,1,0,2.0,0.0,2.1,False,4,False,False,0.75,0.7,1,12.1,12.3,2.15,True,0.507,decreasing,0.553,1,False
PM-SYN-016,2026-08-19T10:09:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,36,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,43.33,38.33,47.0,4.73,-11.0,1,0,1,0,2.0,0.0,2.13,False,6,False,False,0.75,0.7,1,24.7,12.2,1.37,True,0.553,decreasing,0.363,1,False
PM-SYN-016,2026-08-19T10:11:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,37,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,40.0,38.6,47.0,4.73,-10.0,1,0,1,0,2.0,0.0,2.17,False,0,True,False,0.75,0.7,1,9.0,9.8,1.45,True,0.363,decreasing,0.274,1,False
PM-SYN-016,2026-08-19T10:13:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,32,40,stale_gps,stale,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,35.0,38.27,37.0,6.11,-4.0,1,0,1,0,4.0,0.0,2.2,False,2,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.274,decreasing,0.06,0,True
PM-SYN-016,2026-08-19T10:15:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,48,40,speeding,delayed,high,rain,0.66,restricted,False,medium,8,minor,0.333,0.4,39.0,39.0,48.0,6.36,11.0,0,0,0,0,6.0,0.26,2.23,False,4,False,True,0.75,0.7,4,29.2,4.0,1.74,True,0.06,increasing,0.309,1,False
PM-SYN-016,2026-08-19T10:17:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,46,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.667,0.4,42.0,39.33,48.0,6.14,14.0,0,0,0,0,6.0,0.0,2.27,False,0,True,False,0.75,0.7,2,34.7,8.8,0.12,True,0.309,decreasing,0.194,1,False
PM-SYN-016,2026-08-19T10:19:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,42,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,2,minor,1.0,0.6,45.33,39.6,48.0,5.87,-6.0,0,0,0,0,6.0,0.0,2.3,False,2,False,False,0.75,0.7,3,10.4,2.2,1.83,True,0.194,decreasing,0.443,1,False
PM-SYN-016,2026-08-19T10:21:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,40,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,42.67,39.87,46.0,5.57,-6.0,0,0,0,0,6.0,0.0,2.33,False,0,True,False,0.75,0.7,4,43.5,1.9,0.0,True,0.443,decreasing,0.135,1,False
PM-SYN-016,2026-08-19T10:23:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,39,40,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,40.33,40.33,42.0,3.46,-3.0,0,0,0,0,6.0,0.0,2.37,False,2,False,False,0.75,0.7,1,22.8,2.6,1.72,True,0.135,decreasing,0.294,1,False
PM-SYN-017,2026-08-19T07:48:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,11,15,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,17.67,13.93,23.0,4.65,-8.0,0,1,0,1,6.0,0.0,0.5,False,999.0,False,True,0.75,0.7,2,14.9,11.8,1.05,True,0.307,decreasing,0.477,1,False
PM-SYN-017,2026-08-19T07:50:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,13,15,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,15.67,14.27,23.0,4.27,-10.0,0,1,0,1,6.0,0.0,0.53,False,0,True,False,0.75,0.7,2,26.4,8.6,0.85,True,0.477,decreasing,0.175,1,False
PM-SYN-017,2026-08-19T07:52:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,15,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,13.0,14.67,15.0,4.31,4.0,0,1,0,1,6.0,0.0,0.57,False,0,True,False,0.75,0.7,3,25.7,6.7,0.0,True,0.175,decreasing,0.2,1,False
PM-SYN-017,2026-08-19T07:54:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,12,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,13.33,14.73,15.0,4.31,-1.0,0,1,0,1,6.0,0.0,0.6,False,2,False,False,0.75,0.7,3,28.3,2.9,0.97,True,0.2,decreasing,0.119,1,False
PM-SYN-017,2026-08-19T07:56:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,14,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.0,13.67,14.33,15.0,1.41,-1.0,0,1,0,1,6.0,0.0,0.63,False,4,False,False,0.75,0.7,2,18.0,6.1,1.73,True,0.119,stable,0.177,0,True
PM-SYN-017,2026-08-19T07:58:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,16,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,1,minor,0.333,0.2,14.0,14.53,16.0,1.41,4.0,0,0,0,0,6.0,0.0,0.67,False,6,False,False,0.75,0.7,2,22.4,12.3,1.3,True,0.177,decreasing,0.152,0,True
PM-SYN-017,2026-08-19T08:00:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,16,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,1,minor,0.667,0.4,15.33,14.93,16.0,1.5,2.0,0,0,0,0,6.0,0.0,0.7,False,8,False,False,0.75,0.7,4,29.2,7.5,0.64,True,0.152,decreasing,0.149,1,False
PM-SYN-017,2026-08-19T08:02:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,15,15,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.4,15.67,14.93,16.0,1.5,-1.0,1,0,1,0,8.0,0.0,0.73,False,0,True,False,0.75,0.7,0,999.0,0.0,0.0,False,0.149,decreasing,0.142,1,False
PM-SYN-017,2026-08-19T08:04:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,4,minor,0.667,0.6,16.67,15.33,19.0,1.67,3.0,1,0,1,0,8.0,0.098,0.77,False,2,False,False,0.75,0.7,1,32.8,0.8,0.0,True,0.142,increasing,0.236,1,False
PM-SYN-017,2026-08-19T08:06:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.667,0.8,18.33,15.6,21.0,2.24,6.0,1,0,1,0,6.0,0.084,0.8,False,4,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.236,increasing,0.092,0,True
PM-SYN-017,2026-08-19T08:08:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,14,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,18.0,15.67,21.0,2.61,-5.0,1,0,1,0,6.0,0.0,0.83,False,6,False,False,0.75,0.7,2,39.5,5.6,0.86,True,0.092,stable,0.175,0,True
PM-SYN-017,2026-08-19T08:10:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,10,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,15.0,15.6,21.0,3.87,-11.0,1,0,1,0,6.0,0.0,0.87,False,8,False,False,0.75,0.7,2,31.0,6.3,1.0,True,0.175,decreasing,0.139,1,False
PM-SYN-017,2026-08-19T08:12:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,10,15,normal_update,stale,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,11.33,15.2,14.0,4.53,-4.0,0,0,0,0,6.0,0.0,0.9,False,0,True,False,0.75,0.7,0,999.0,0.0,0.0,False,0.139,decreasing,0.073,1,False
PM-SYN-017,2026-08-19T08:14:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,11,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,10.33,14.67,11.0,4.17,1.0,0,0,0,0,6.0,0.0,0.93,False,2,False,False,0.75,0.7,4,36.7,7.0,0.0,True,0.073,decreasing,0.135,1,False
PM-SYN-017,2026-08-19T08:16:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,7,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.0,9.33,13.6,11.0,2.24,-3.0,0,0,0,0,4.0,0.0,0.97,False,4,False,False,0.75,0.7,4,44.2,3.9,0.88,True,0.135,decreasing,0.064,0,False
PM-SYN-017,2026-08-19T08:18:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,15,normal_update,delayed,high,rain,0.66,restricted,False,medium,5,minor,0.333,0.2,12.67,14.2,20.0,4.41,9.0,0,0,0,0,2.0,0.136,1.0,False,6,False,False,0.75,0.7,1,44.0,10.1,0.12,True,0.064,increasing,0.096,0,True
PM-SYN-017,2026-08-19T08:20:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,12,15,normal_update,stale,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,13.0,14.13,20.0,4.34,5.0,0,0,0,0,2.0,0.0,1.03,False,8,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.096,decreasing,0.036,0,True
PM-SYN-017,2026-08-19T08:22:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,14,15,harsh_brake,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,15.33,14.07,20.0,4.26,-6.0,1,0,1,0,4.0,0.044,1.07,False,10,False,True,0.75,0.7,4,30.1,20.7,0.98,True,0.036,increasing,0.451,1,False
PM-SYN-017,2026-08-19T08:24:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,15,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.333,0.4,15.67,14.67,21.0,5.19,9.0,1,1,1,1,6.0,0.0,1.1,False,0,True,False,0.75,0.7,4,22.9,2.7,1.42,True,0.451,decreasing,0.399,1,False
PM-SYN-017,2026-08-19T08:26:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,13,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,16.0,14.6,21.0,3.74,-1.0,1,1,1,1,6.0,0.0,1.13,False,0,True,False,0.75,0.7,1,34.7,0.9,0.08,True,0.399,decreasing,0.166,1,False
PM-SYN-017,2026-08-19T08:28:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,15,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,16.33,14.53,21.0,3.16,-6.0,1,1,1,1,6.0,0.0,1.17,False,2,False,False,0.75,0.7,2,11.7,3.3,1.7,True,0.166,stable,0.194,1,False
PM-SYN-017,2026-08-19T08:30:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,28,15,speeding,delayed,high,rain,0.66,restricted,False,medium,13,moderate,0.333,0.4,18.67,15.33,28.0,5.64,15.0,1,1,1,1,8.0,0.486,1.2,False,4,False,True,0.75,0.7,2,47.6,10.8,2.68,True,0.194,increasing,0.432,1,False
PM-SYN-017,2026-08-19T08:32:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,9,15,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,17.33,14.93,28.0,6.65,-6.0,0,1,0,1,6.0,0.0,1.23,False,0,True,False,0.75,0.7,2,32.7,16.7,0.26,True,0.432,decreasing,0.324,1,False
PM-SYN-017,2026-08-19T08:34:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,9,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,15.33,14.27,28.0,7.0,-19.0,0,0,0,0,6.0,0.0,1.27,False,0,True,False,0.75,0.7,4,28.8,5.8,1.44,True,0.324,decreasing,0.285,1,False
PM-SYN-017,2026-08-19T08:36:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,12,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.2,10.0,13.67,12.0,7.06,3.0,0,0,0,0,6.0,0.0,1.3,False,0,True,False,0.75,0.7,0,999.0,0.0,0.0,False,0.285,decreasing,0.073,1,False
PM-SYN-017,2026-08-19T08:38:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,20,15,normal_update,delayed,high,rain,0.66,restricted,False,medium,5,minor,0.333,0.4,13.67,14.07,20.0,7.39,11.0,0,0,0,0,6.0,0.127,1.33,False,2,False,False,0.75,0.7,4,28.2,2.7,0.85,True,0.073,increasing,0.234,1,False
PM-SYN-017,2026-08-19T08:40:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,25,15,speeding,fresh,high,rain,0.66,restricted,False,medium,10,minor,0.667,0.4,19.0,15.07,25.0,6.42,13.0,0,0,0,0,8.0,0.166,1.37,False,4,False,True,0.75,0.7,3,24.2,2.3,1.52,True,0.234,increasing,0.499,1,False
PM-SYN-017,2026-08-19T08:42:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,15,normal_update,delayed,high,rain,0.66,restricted,False,medium,9,minor,1.0,0.6,23.0,16.0,25.0,6.42,4.0,0,0,0,0,8.0,0.0,1.4,False,0,True,False,0.75,0.7,2,32.4,8.5,0.83,True,0.499,decreasing,0.173,1,False
PM-SYN-017,2026-08-19T08:44:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,15,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.6,21.33,16.27,25.0,5.04,-10.0,0,0,0,0,8.0,0.0,1.43,False,2,False,False,0.75,0.7,2,47.7,10.1,0.46,True,0.173,decreasing,0.126,1,False
PM-SYN-017,2026-08-19T08:46:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,14,15,sharp_turn,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.6,17.67,16.73,24.0,4.5,-10.0,0,1,0,1,10.0,0.0,1.47,False,4,False,True,0.75,0.7,2,12.0,9.1,1.19,True,0.126,decreasing,0.318,1,False
PM-SYN-017,2026-08-19T08:48:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,13,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.0,0.4,14.0,16.27,15.0,5.19,-2.0,0,1,0,1,10.0,0.0,1.5,False,0,True,False,0.75,0.7,4,19.4,13.3,1.61,True,0.318,decreasing,0.283,1,False
PM-SYN-017,2026-08-19T08:50:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.333,0.4,16.0,16.87,21.0,4.32,7.0,0,1,0,1,10.0,0.037,1.53,False,2,False,False,0.75,0.7,2,46.1,4.5,1.47,True,0.283,stable,0.284,1,False
PM-SYN-017,2026-08-19T08:52:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,15,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,16.33,16.93,21.0,2.8,2.0,0,1,0,1,8.0,0.0,1.57,False,4,False,False,0.75,0.7,1,10.3,9.0,0.9,True,0.284,decreasing,0.326,1,False
PM-SYN-017,2026-08-19T08:54:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,8,minor,0.667,0.4,19.67,17.07,23.0,4.02,2.0,0,1,0,1,6.0,0.074,1.6,False,0,True,False,0.75,0.7,4,37.2,4.5,1.56,True,0.326,increasing,0.376,1,False
PM-SYN-017,2026-08-19T08:56:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,15,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,17.67,17.2,23.0,3.88,0.0,0,0,0,0,6.0,0.0,1.63,False,2,False,False,0.75,0.7,3,26.5,15.6,0.18,True,0.376,decreasing,0.246,1,False
PM-SYN-017,2026-08-19T08:58:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,14,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,17.33,17.13,23.0,3.67,-9.0,0,0,0,0,6.0,0.0,1.67,False,4,False,False,0.75,0.7,1,42.8,9.0,0.94,True,0.246,decreasing,0.088,1,False
PM-SYN-017,2026-08-19T09:00:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,18,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,3,minor,0.333,0.4,15.67,16.47,18.0,3.29,3.0,0,0,0,0,4.0,0.032,1.7,False,6,False,False,0.75,0.7,1,38.8,1.7,0.0,True,0.088,stable,0.145,1,False
PM-SYN-017,2026-08-19T09:02:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,23,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,8,minor,0.667,0.6,18.33,17.4,23.0,3.83,9.0,0,0,0,0,4.0,0.175,1.73,False,8,False,False,0.75,0.7,4,47.7,1.8,0.0,True,0.145,increasing,0.189,1,False
PM-SYN-017,2026-08-19T09:04:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,15,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.667,0.4,18.67,17.8,23.0,3.29,-3.0,0,0,0,0,4.0,0.0,1.77,False,10,False,False,0.75,0.7,1,24.3,0.8,0.25,True,0.189,decreasing,0.125,1,False
PM-SYN-017,2026-08-19T09:06:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,9,15,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,15.67,17.6,23.0,4.62,-14.0,0,0,0,0,4.0,0.0,1.8,False,12,False,False,0.75,0.7,1,40.7,3.8,0.0,True,0.125,decreasing,0.097,1,False
PM-SYN-017,2026-08-19T09:08:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,21,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,6,minor,0.333,0.6,15.0,17.67,21.0,4.92,6.0,0,0,0,0,4.0,0.143,1.83,False,0,True,False,0.75,0.7,4,45.6,17.0,0.6,True,0.097,increasing,0.349,1,False
PM-SYN-017,2026-08-19T09:10:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,12,15,stale_gps,stale,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,14.0,16.8,21.0,5.29,3.0,0,0,0,0,4.0,0.0,1.87,False,2,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.349,decreasing,0.048,1,False
PM-SYN-017,2026-08-19T09:12:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,12,15,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,15.0,16.0,21.0,4.07,-9.0,1,0,1,0,6.0,0.032,1.9,False,4,False,True,0.75,0.7,2,33.9,8.0,0.4,True,0.048,stable,0.143,0,True
PM-SYN-017,2026-08-19T09:14:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,4,minor,0.333,0.4,14.33,16.27,19.0,4.59,7.0,1,0,1,0,6.0,0.097,1.93,False,6,False,False,0.75,0.7,2,20.4,0.9,0.95,True,0.143,increasing,0.149,0,True
PM-SYN-017,2026-08-19T09:16:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,13,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,14.67,16.2,19.0,3.83,1.0,1,0,1,0,4.0,0.0,1.97,False,8,False,False,0.75,0.7,1,38.6,3.9,1.2,True,0.149,decreasing,0.249,0,True
PM-SYN-017,2026-08-19T09:18:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,19,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,4,minor,0.667,0.4,17.0,16.6,19.0,3.29,0.0,1,0,1,0,4.0,0.0,2.0,False,10,False,False,0.75,0.7,4,45.8,5.3,0.0,True,0.249,stable,0.223,0,True
PM-SYN-017,2026-08-19T09:20:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,13,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,15.0,16.07,19.0,3.12,0.0,1,0,1,0,4.0,0.0,2.03,False,12,False,False,0.75,0.7,2,9.2,12.4,0.14,True,0.223,decreasing,0.246,0,True
PM-SYN-017,2026-08-19T09:22:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,17,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,2,minor,0.667,0.6,16.33,16.2,19.0,2.71,-2.0,0,0,0,0,4.0,0.0,2.07,False,14,False,False,0.75,0.7,2,41.4,15.0,0.0,True,0.246,decreasing,0.181,0,True
PM-SYN-017,2026-08-19T09:24:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,9,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,13.0,15.27,17.0,3.49,-4.0,0,0,0,0,4.0,0.0,2.1,False,16,False,False,0.75,0.7,0,999.0,0.0,0.0,False,0.181,decreasing,0.087,0,False
PM-SYN-017,2026-08-19T09:26:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,11,15,normal_update,delayed,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,12.33,15.0,17.0,3.71,-6.0,0,0,0,0,4.0,0.0,2.13,False,18,False,False,0.75,0.7,4,38.6,2.3,0.0,True,0.087,decreasing,0.158,0,False
PM-SYN-017,2026-08-19T09:28:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,17,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,2,minor,0.333,0.4,12.33,15.2,17.0,3.2,8.0,0,0,0,0,4.0,0.0,2.17,False,20,False,False,0.75,0.7,1,10.2,3.0,3.04,True,0.158,decreasing,0.196,0,False
PM-SYN-017,2026-08-19T09:30:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,14,15,harsh_brake,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.4,14.0,14.93,17.0,3.2,3.0,1,0,1,0,6.0,0.0,2.2,False,22,False,True,0.75,0.7,1,27.9,6.6,0.0,True,0.196,decreasing,0.119,0,False
PM-SYN-017,2026-08-19T09:32:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,14,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,0,none,0.333,0.2,15.0,14.33,17.0,2.76,-3.0,1,0,1,0,6.0,0.0,2.23,False,24,False,False,0.75,0.7,2,38.7,5.9,0.8,True,0.119,stable,0.16,0,False
PM-SYN-017,2026-08-19T09:34:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,24,15,normal_update,fresh,high,rain,0.66,restricted,False,medium,9,minor,0.333,0.4,17.33,14.93,24.0,4.43,10.0,1,0,1,0,6.0,0.28,2.27,False,26,False,False,0.75,0.7,4,42.8,3.4,0.0,True,0.16,increasing,0.272,1,False
PM-SYN-017,2026-08-19T09:36:00+08:00,15m,SYNTHETIC_LATENT_PROCESS,synthetic_reviewed,False,25,15,speeding,fresh,high,rain,0.66,restricted,False,medium,10,minor,0.667,0.6,21.0,16.0,25.0,4.79,11.0,1,0,1,0,8.0,0.208,2.3,False,0,True,False,0.75,0.7,4,8.2,8.1,1.06,True,0.272,increasing,0.566,1,False
